W,L,VD,VG,ID,gm
5,5,1.0,1.25,1.3428275346439786e-12,5.042300661955729e-12
5,5,1.0,1.3,1.6257269645472997e-12,6.325379458577138e-12
5,5,1.0,1.35,1.9812428979859604e-12,7.961870989764223e-12
5,5,1.0,1.4,2.4294904064702926e-12,1.0053936080681551e-11
5,5,1.0,1.45,2.9964110103107287e-12,1.2733753903725633e-11
5,5,1.0,1.5,3.715483179126616e-12,1.6172267988978e-11
5,5,1.0,1.55,4.629929118481848e-12,2.059038738185183e-11
5,5,1.0,1.6,5.795556029797495e-12,2.627328231621711e-11
5,5,1.0,1.65,7.284405517637958e-12,3.3588558408868454e-11
5,5,1.0,1.7,9.189428133591476e-12,4.300926207715464e-11
5,5,1.0,1.75,1.1630452414264118e-11,5.514286332439497e-11
5,5,1.0,1.8,1.476178041812391e-11,7.076757947548255e-11
5,5,1.0,1.85,1.8781815831546355e-11,9.087764206594188e-11
5,5,1.0,1.9,2.3945217130893413e-11,1.167393632951736e-10
5,5,1.0,1.95,3.057816762120837e-11,1.4996011906390882e-10
5,5,1.0,2.0,3.9097466423152576e-11,1.925726190183236e-10
5,5,1.0,2.05,5.003426884040381e-11,2.4713706139230283e-10
5,5,1.0,2.1,6.406343911631509e-11,3.168639470805915e-10
5,5,1.0,2.15,8.203962009775695e-11,4.057604223534911e-10
5,5,1.0,2.2,1.0504126777941576e-10,5.18802995819143e-10
5,5,1.0,2.25,1.3442403711904963e-10,6.621392900141716e-10
5,5,1.0,2.3,1.7188502966709038e-10,8.433210946383917e-10
5,5,1.0,2.35,2.1953951182553207e-10,1.0715703385088685e-09
5,5,1.0,2.4,2.8001177092805505e-10,1.3580786440273216e-09
5,5,1.0,2.45,3.565417785957713e-10,1.7163398306573838e-09
5,5,1.0,2.5,4.5310925897983785e-10,2.1625130633712567e-09
5,5,1.0,2.55,5.745765945119504e-10,2.715812286523062e-09
5,5,1.0,2.6,7.268517245888981e-10,3.3989151552576433e-09
5,5,1.0,2.65,9.170717854899239e-10,4.23838191740091e-09
5,5,1.0,2.7,1.1538076879968455e-09,5.265071685856937e-09
5,5,1.0,2.75,1.4472891226908641e-09,6.514540390290765e-09
5,5,1.0,2.8,1.8096486185246577e-09,8.027401561913045e-09
5,5,1.0,2.85,2.2551822634678747e-09,9.849628177810623e-09
5,5,1.0,2.9,2.8006235426127627e-09,1.2032771293187862e-08
