VG,VD,ID,IG,IS,gm,absIg,absId,W,L,Ca,mobLin,SS,d2
3.9,0.1,1.3791e-06,-1.3e-13,-1.3799e-06,5.150000000000002e-07,1.3e-13,1.3791e-06,20,5,1.33e-07,9.68045112781955,0.1622313358301499,4.000000000000306e-08
3.8,0.1,1.3278000000000002e-06,-2.9230000000000005e-11,-1.3285e-06,5.085000000000007e-07,2.9230000000000005e-11,1.3278000000000002e-06,20,5,1.33e-07,9.558270676691741,0.1663442332400324,8.000000000000082e-08
3.7,0.1,1.2774e-06,-1.6e-12,-1.2783e-06,4.99e-07,1.6e-12,1.2774e-06,20,5,1.33e-07,9.379699248120298,0.169671487528764,8.000000000000593e-08
3.6,0.1,1.228e-06,4.164e-11,-1.2283000000000002e-06,4.924999999999995e-07,4.164e-11,1.228e-06,20,5,1.33e-07,9.257518796992471,0.174249720615238,5.499999999999879e-08
3.5,0.1,1.1789e-06,2.21e-12,-1.1797e-06,4.880000000000002e-07,2.21e-12,1.1789e-06,20,5,1.33e-07,9.17293233082707,0.1798310898232323,4.499999999999805e-08
3.4,0.1,1.1304e-06,-4.993e-11,-1.1309e-06,4.834999999999999e-07,4.993e-11,1.1304e-06,20,5,1.33e-07,9.088345864661651,0.1858471905117789,6.749999999999987e-08
3.3000000000000003,0.1,1.0822000000000002e-06,-6.400000000000001e-13,-1.0832e-06,4.745000000000003e-07,6.400000000000001e-13,1.0822000000000002e-06,20,5,1.33e-07,8.91917293233083,0.1904102280551536,8.599999999999705e-08
3.2,0.1,1.0355e-06,4.873e-11,-1.0358e-06,4.663000000000005e-07,4.873e-11,1.0355e-06,20,5,1.33e-07,8.765037593984971,0.1956879314497504,6.600000000000067e-08
3.1,0.1,9.8894e-07,-8.9e-13,-9.891e-07,4.613000000000002e-07,8.9e-13,9.8894e-07,20,5,1.33e-07,8.671052631578947,0.2026394680800479,6.40000000000037e-08
3.0,0.1,9.4324e-07,-1.1100000000000001e-12,-9.4322e-07,4.534999999999998e-07,1.1100000000000001e-12,9.4324e-07,20,5,1.33e-07,8.524436090225555,0.208887761761338,6.749999999999733e-08
